Event Name,Date,Location,Type,Region,Website,Latitude,Longitude,ShortForecast
A Tale of Peter Rabbit,4/25/2024 through 5/12/2024,Seattle Children's Theatre,Theatre,Queen Anne / Seattle Center,https://visitseattle.org/events/a-tale-of-peter-rabbit/,47.6204553,-122.35225726215312,Weather forecast not found for specific date
The Lehman Trilogy,4/26/2024 through 5/12/2024,ACT Theatre,Theatre,Downtown,https://visitseattle.org/events/the-lehman-trilogy/,47.6108495,-122.3323262,Weather forecast not found for specific date
The Untold Story of Sharks | National Geographic Live,5/12/2024 through 5/14/2024,Benaroya Hall,Readings & Lectures,Downtown,https://visitseattle.org/events/the-untold-story-of-sharks-national-geographic-live/,47.60811665,-122.33697040702705,Weather forecast not found for specific date
Seattle Storm vs Minnesota Lynx,5/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-minnesota-lynx/,47.6219014,-122.353990491486,Weather forecast not found for specific date
The Rolling Stones,5/15/2024,Lumen Field,Music,Pioneer Square,https://visitseattle.org/events/the-rolling-stones/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Mother,5/17/2024,415 Westlake,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/mother/,47.622554,-122.3386578,Weather forecast not found for specific date
Barber Violin Concerto,5/16/2024 through 5/18/2024,Benaroya Hall,Music,Downtown,https://visitseattle.org/events/barber-violin-concerto/,47.60811665,-122.33697040702705,Weather forecast not found for specific date
Festal: A Glimpse of China – Seattle Chinese Culture & Arts Festival,5/18/2024,"Seattle, WA",Festivals & Special Events,Downtown,https://visitseattle.org/events/festal-a-glimpse-of-china-seattle-chinese-culture-arts-festival/,47.6038321,-122.330062,Weather forecast not found for specific date
Seattle Sounders FC vs. Vancouver Whitecaps FC,5/18/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/seattle-sounders-fc-vs-vancouver-whitecaps-fc-2/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Seattle International Film Festival,5/9/2024 through 5/19/2024,"Seattle, WA",Festivals & Special Events,Downtown,https://visitseattle.org/events/seattle-international-film-festival/,47.6038321,-122.330062,Weather forecast not found for specific date
U District Street Fair,5/18/2024 through 5/19/2024,"Seattle, WA",Festivals & Special Events,Downtown,https://visitseattle.org/events/u-district-street-fair/,47.6038321,-122.330062,Weather forecast not found for specific date
Madness,5/22/2024,WaMu Theater,Music,Pioneer Square,https://visitseattle.org/events/madness/,47.593154,-122.3329041,Weather forecast not found for specific date
Seattle Storm vs. Indiana Fever,5/22/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-indiana-fever/,47.6219014,-122.353990491486,Weather forecast not found for specific date
The Barber of Seville,5/4/2024 through 5/24/2024,Marion Oliver McCaw Hall,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/the-barber-of-seville/,47.62397705,-122.35038850536958,Weather forecast not found for specific date
Seattle Storm vs. Washington Mystics,5/25/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-washington-mystics/,47.6219014,-122.353990491486,Weather forecast not found for specific date
53rd Annual Northwest Folklife Festival,5/24/2024 through 5/27/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/53rd-annual-northwest-folklife-festival/,47.621255,-122.34974101387942,Weather forecast not found for specific date
Seattle Sounders FC vs. Real Salt Lake,5/29/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/seattle-sounders-fc-vs-real-salt-lake/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Caifanes and Cafe Tacvba,5/30/2024,WaMu Theater,Music,Pioneer Square,https://visitseattle.org/events/caifanes-and-cafe-tacvba/,47.593154,-122.3329041,Weather forecast not found for specific date
Unriveled,5/10/2024 through 6/2/2024,Seattle Public Theater,Theatre,Wallingford / Greenlake,https://visitseattle.org/events/unriveled/,47.6821341,-122.3398325,Weather forecast not found for specific date
HONK! Fest West,5/31/2024 through 6/2/2024,"Seattle, WA",Festivals & Special Events,Downtown,https://visitseattle.org/events/honk-fest-west/,47.6038321,-122.330062,Weather forecast not found for specific date
Festal: Pagdiriwang Philippine Festival,6/1/2024 through 6/2/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-pagdiriwang-philippine-festival/,47.621255,-122.34974101387942,Weather forecast not found for specific date
Seattle Storm vs. Phoenix Mercury,6/4/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-phoenix-mercury/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Festal: Indigenous People Festival,6/8/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-indigenous-people-festival/,47.621255,-122.34974101387942,Weather forecast not found for specific date
George Balenchine’s Coppelia,5/31/2024 through 6/9/2024,Marion Oliver McCaw Hall,Dance,Queen Anne / Seattle Center,https://visitseattle.org/events/george-balenchines-coppelia/,47.62397705,-122.35038850536958,Weather forecast not found for specific date
Jan Lisiecki Plays Prokofiev,6/6/2024 through 6/9/2024,Benaroya Hall,Music,Downtown,https://visitseattle.org/events/jan-lisiecki-plays-prokofiev/,47.60811665,-122.33697040702705,Weather forecast not found for specific date
Seattle Storm vs. Los Angeles Sparks,6/11/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-los-angeles-sparks/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Third Eye Blind,6/13/2024,WaMu Theater,Music,Pioneer Square,https://visitseattle.org/events/third-eye-blind/,47.593154,-122.3329041,Weather forecast not found for specific date
Beethoven Symphony No. 5,6/13/2024 through 6/15/2024,Benaroya Hall,Music,Downtown,https://visitseattle.org/events/beethoven-symphony-no-5/,47.60811665,-122.33697040702705,Weather forecast not found for specific date
Elizabeth Malaska: All Be Your Mirror,Now through 6/16/2024,Seattle Art Museum,Museums,Downtown,https://visitseattle.org/events/elizabeth-malaska-all-be-your-mirror/,47.6077008,-122.3385575,Weather forecast not found for specific date
ZooTunes: Mother Mother/Cavetown,6/16/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-mother-mother-cavetown/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
ZooTunes: Car Seat Headrest,6/20/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-car-seat-headrest/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
Joshua Bell Plays Elements Concerto,6/20/2024 through 6/22/2024,Benaroya Hall,Music,Downtown,https://visitseattle.org/events/joshua-bell-plays-elements-concerto/,47.60811665,-122.33697040702705,Weather forecast not found for specific date
Festal: Seattle Iranian Festival,6/22/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-seattle-iranian-festival/,47.621255,-122.34974101387942,Weather forecast not found for specific date
Seattle Sounders FC vs. Minnesota United FC,6/22/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/seattle-sounders-fc-vs-minnesota-united-fc/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
"Together Again, Again!",5/31/2024 through 6/23/2024,Seattle Rep,Theatre,Queen Anne / Seattle Center,https://visitseattle.org/events/together-again-again/,47.6145597,-122.3285576,Weather forecast not found for specific date
2024 KPMG Women’s PGA Championship,6/20/2024 through 6/23/2024,Sahalee Country Club,Sports,Bellevue / Eastside,https://visitseattle.org/events/2024-kpmg-womens-pga-championship/,47.6348885,-122.05701598333333,Weather forecast not found for specific date
Fremont Fair,6/22/2024 through 6/23/2024,Fremont Fair,Festivals & Special Events,Fremont/ Ballard,https://visitseattle.org/events/fremont-fair/,34.2659154,-85.2528375,Weather forecast not found for specific date
Lip Sync for Our Rights,6/22/2024 through 6/23/2024,Marion Oliver McCaw Hall,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/lip-sync-for-our-rights/,47.62397705,-122.35038850536958,Weather forecast not found for specific date
Seattle Storm vs. Connecticut Sun,6/23/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-connecticut-sun/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Storm vs. Indiana Fever,6/27/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-indiana-fever-2/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Company,6/23/2024 through 6/28/2024,The Paramount Theatre,Music,Downtown,https://visitseattle.org/events/company/,40.8697559,-73.42561952873208,Weather forecast not found for specific date
Seattle Storm vs. Dallas Wings,6/29/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-dallas-wings/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Sounders FC vs. Chicago Fire FC,6/29/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/sounders-fc-vs-chicago-fire-fc/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
2024 University of Washington MFA + MDes Thesis Exhibition,5/24/2024 through 6/30/2024,Henry Art Gallery,Museums,University District,https://visitseattle.org/events/2024-university-of-washington-mfa-mdes-thesis-exhibition/,47.6565246,-122.31173279895636,Weather forecast not found for specific date
Spring Awakening,6/7/2024 through 6/30/2024,The 5th Avenue Theatre,Theatre,Downtown,https://visitseattle.org/events/spring-awakening/,39.7329068,-75.1300389,Weather forecast not found for specific date
Girl From The North Country,6/25/2024 through 6/30/2024,The Paramount Theatre,Music,Downtown,https://visitseattle.org/events/girl-from-the-north-country/,40.8697559,-73.42561952873208,Weather forecast not found for specific date
50th Annual Seattle Pride Parade 2024,6/30/2024,"Seattle, WA",Festivals & Special Events,Downtown,https://visitseattle.org/events/50th-annual-seattle-pride-parade-2024/,47.6038321,-122.330062,Weather forecast not found for specific date
Seattle Storm vs Dallas Wings,7/1/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-dallas-wings-2/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Amazon Seafair Summer Fourth,7/4/2024,Gas Works Park,Festivals & Special Events,Wallingford / Greenlake,https://visitseattle.org/events/amazon-seafair-summer-fourth/,47.645597550000005,-122.33492837810945,Weather forecast not found for specific date
Seattle Storm vs. Chicago Sky,7/5/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-chicago-sky/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Sounders FC vs. New England Revolution,7/6/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/seattle-sounders-fc-vs-new-england-revolution/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
"Anida Yoeu Ali: Hybrid Skin, Mythical Presence",Now through 7/7/2024,Seattle Asian Art Museum,Museums,Capitol Hill / Central District,https://visitseattle.org/events/anida-yoeu-ali-hybrid-skin-mythical-presence/,47.63029565,-122.31413540328062,Weather forecast not found for specific date
Seattle Storm vs.Chicago Sky,7/7/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-chicago-sky-2/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Storm vs. Las Vegas Aces,7/10/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-las-vegas-aces/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Storm vs. Minnesota Lynx,7/12/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-minnesota-lynx-2/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Festal: Polish Festival Seattle,7/13/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-polish-festival-seattle/,47.621255,-122.34974101387942,Weather forecast not found for specific date
Kenny Chesney with Zac Brown Band,7/13/2024,Lumen Field,Music,Pioneer Square,https://visitseattle.org/events/kenny-chesney-with-zac-brown-band/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Ballard SeafoodFest,7/12/2024 through 7/14/2024,Ballard Neighborhood,Festivals & Special Events,Fremont / Ballard,https://visitseattle.org/events/ballard-seafoodfest/,47.6854512,-122.3877936,Weather forecast not found for specific date
Day In Day Out Festival,7/12/2024 through 7/14/2024,Fisher Pavilion,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/day-in-day-out-festival/,47.621137700000006,-122.35223534363537,Weather forecast not found for specific date
Seattle Storm vs. Atlanta Dream,7/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-atlanta-dream/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Sounders FC vs. St. Louis SC,7/17/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/seattle-sounders-fc-vs-st-louis-sc/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Seattle Sounders FC vs. Los Angeles FC,7/20/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/seattle-sounders-fc-vs-los-angeles-fc/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Nordic Utopia: African Americans in the 20th Century,3/22/2024 through 7/21/2024,National Nordic Museum,Museums,Fremont / Ballard,https://visitseattle.org/events/nordic-utopia-african-americans-in-the-20th-century/,47.668285600000004,-122.39177691452363,Weather forecast not found for specific date
Clue,7/9/2024 through 7/21/2024,The 5th Avenue Theatre,Theatre,Downtown,https://visitseattle.org/events/clue/,39.7329068,-75.1300389,Weather forecast not found for specific date
35th Annual Seafair Indian Days Powwow,7/19/2024 through 7/21/2024,Daybreak Star Indian Cultural Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/35th-annual-seafair-indian-days-powwow/,47.66793175,-122.41801561771682,Weather forecast not found for specific date
Capitol Hill Block Party,7/19/2024 through 7/21/2024,Capitol Hill Block Party,Festivals & Special Events,Capitol Hill / Central District,https://visitseattle.org/events/capitol-hill-block-party/,N/A,N/A,N/A
Seafair Triathlon,7/21/2024,Seward Park,Festivals & Special Events,South Seattle,https://visitseattle.org/events/seafair-triathlon/,40.71488705,-73.989126508281,Weather forecast not found for specific date
ZooTunes: The Roots,7/21/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-the-roots/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
ZooTunes: Violent Femmes,7/25/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-violent-femmes/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
Alaska Airlines Torchlight Parade,7/27/2024,Westlake Park,Festivals & Special Events,Downtown,https://visitseattle.org/events/alaska-airlines-torchlight-parade/,47.61088555,-122.33697469928094,Weather forecast not found for specific date
"Be Water, My Friend: The Teachings Of Bruce Lee",Now through 7/28/2024,Wing Luke Museum,Museums,International District,https://visitseattle.org/events/be-water-my-friend-the-teachings-of-bruce-lee/,47.5982461,-122.3228705,Weather forecast not found for specific date
Seattle Art Fair,7/25/2024 through 7/28/2024,Lumen Field,Festivals & Special Events,Pioneer Square,https://visitseattle.org/events/seattle-art-fair/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Festal: Seattle Arab Festival,7/27/2024 through 7/28/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-seattle-arab-festival/,47.621255,-122.34974101387942,Weather forecast not found for specific date
ZooTunes: Norah Jones,7/29/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-norah-jones/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
ZooTunes: The Decemberists,7/31/2024 through 8/1/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-the-decemberists/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
Boeing Seafair Air Show,8/2/2024 through 8/4/2024,Genesee Park and Playfield,Festivals & Special Events,South Seattle,https://visitseattle.org/events/boeing-seafair-air-show/,47.56235875,-122.27863228185174,Weather forecast not found for specific date
Seafair Weekend Festival,8/2/2024 through 8/4/2024,Genesee Park and Playfield,Festivals & Special Events,South Seattle,https://visitseattle.org/events/seafair-weekend-festival/,47.56235875,-122.27863228185174,Weather forecast not found for specific date
Olivia Rodrigo,8/6/2024 through 8/7/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/olivia-rodrigo/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Festival of Dance + Improvisation,7/14/2024 through 8/11/2024,Velocity Dance Center,Dance,Capitol Hill / Central District,https://visitseattle.org/events/seattle-festival-of-dance-improvisation/,N/A,N/A,N/A
Festal: Tibet Fest,8/10/2024 through 8/11/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-tibet-fest/,47.621255,-122.34974101387942,Weather forecast not found for specific date
ZooTunes: Sierra Ferrell,8/11/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-sierra-ferrell/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
ZooTunes: The Japanese House,8/12/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-the-japanese-house/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
ZooTunes: Built to Spill,8/15/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-built-to-spill/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
Festal: BrasilFest,8/18/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-brasilfest/,47.621255,-122.34974101387942,Weather forecast not found for specific date
ZooTunes: Waxahatchee,8/18/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-waxahatchee/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
ZooTunes: Alvvays,8/19/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/zootunes-alvvays/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
Elle King,8/21/2024,Woodland Park Zoo,Music,Wallingford / Greenlake,https://visitseattle.org/events/elle-king/,47.669143399999996,-122.35096188536495,Weather forecast not found for specific date
Festal: Festival Sundiata presents Black Arts Fest,8/23/2024 through 8/24/2024,"Seattle, WA",Festivals & Special Events,Downtown,https://visitseattle.org/events/festal-festival-sundiata-presents-black-arts-fest/,47.6038321,-122.330062,Weather forecast not found for specific date
Seattle Storm vs. Washington Mystics,8/26/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-washington-mystics-2/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Storm vs. Atlanta Dream,8/28/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-atlanta-dream-2/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Storm vs. New York Liberty,8/30/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-new-york-liberty/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Hidden Worlds: The Films of LAIKA,Now through 8/31/2024,MoPOP Museum of Pop Culture,Museums,Queen Anne / Seattle Center,https://visitseattle.org/events/hidden-worlds-the-films-of-laika/,47.621493099999995,-122.34822527405619,Weather forecast not found for specific date
Metallica,8/30/2024 through 9/1/2024,Lumen Field,Music,Pioneer Square,https://visitseattle.org/events/metallica/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Poke in the Eye: Art of the West Coast Counterculture,6/21/2024 through 9/2/2024,Seattle Art Museum,Museums,Downtown,https://visitseattle.org/events/poke-in-the-eye-art-of-the-west-coast-counterculture/,47.6077008,-122.3385575,Weather forecast not found for specific date
"Chicago and Earth, Wind & Fire,",9/3/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/chicago-and-earth-wind-fire/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Storm vs. Phoenix Mercury,9/7/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-storm-vs-phoenix-mercury-2/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Sum 41,9/7/2024,WaMu Theater,Music,Pioneer Square,https://visitseattle.org/events/sum-41/,47.593154,-122.3329041,Weather forecast not found for specific date
Festal: Live Aloha Hawaiian Cultural Festival,9/8/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-live-aloha-hawaiian-cultural-festival/,47.621255,-122.34974101387942,Weather forecast not found for specific date
Sound Check! The Music We Make,Now through 9/14/2024,Wing Luke Museum,Museums,International District,https://visitseattle.org/events/sound-check-the-music-we-make/,47.5982461,-122.3228705,Weather forecast not found for specific date
2024 Apple Cup,9/14/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/2024-apple-cup/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Festal: Sea Mar Fiestas Patrias,9/14/2024 through 9/15/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,https://visitseattle.org/events/festal-sea-mar-fiestas-patrias/,47.621255,-122.34974101387942,Weather forecast not found for specific date
Seattle Sounders FC vs. Sporting Kansas City,9/15/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/seattle-sounders-fc-vs-sporting-kansas-city/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
