Event Name,Date,Location,Type,Region,Website,Latitude,Longitude,ShortForecast
Empty Graves,3/5/2024,Funhouse,Music,Capitol Hill / Central District,https://visitseattle.org/events/empty-graves/,43.6576535,-72.2840663,Weather forecast not found for specific date
Evan Dando (of the Lemonheads),3/5/2024,The Triple Door,Music,Downtown,https://visitseattle.org/events/evan-dando-of-the-lemonheads/,47.6086439,-122.337685,Sunny
Eve’s Bayou – smARTfilms: Black Luxury,3/5/2024,Bainbridge Island Museum of Art,Museums,West,https://visitseattle.org/events/eves-bayou-smartfilms-black-luxury/,47.6251322,-122.51453295865404,Sunny
Frond,3/5/2024,Sunset Tavern,Music,Fremont / Ballard,https://visitseattle.org/events/frond/,36.0254577,-114.9637699,Sunny
Marc E. Bassy,3/5/2024,Neumos,Music,Capitol Hill / Central District,https://visitseattle.org/events/marc-e-bassy/,47.613954,-122.3196108,Sunny
Maria Jose Llergo,3/6/2024,The Triple Door,Music,Downtown,https://visitseattle.org/events/maria-jose-llergo/,47.6086439,-122.337685,Partly Sunny
Shawn Phillips,3/6/2024,The Triple Door,Music,Downtown,https://visitseattle.org/events/shawn-phillips/,47.6086439,-122.337685,Partly Sunny
Atlus,3/7/2024,Nectar Lounge,Music,Fremont / Ballard,https://visitseattle.org/events/atlus/,47.6523876,-122.3538541520202,Mostly Sunny
Critical Mass Big Band,3/7/2024,The Royal Room,Music,South Seattle,https://visitseattle.org/events/critical-mass-big-band/,32.2275723,-110.9685178,Chance Rain Showers
Rick Estrin and The Nightcats,3/7/2024,The Triple Door,Music,Downtown,https://visitseattle.org/events/rick-estrin-and-the-nightcats/,47.6086439,-122.337685,Partly Sunny
Theresa Caputo Live,3/7/2024,The Moore Theatre,Theatre,Downtown,https://visitseattle.org/events/theresa-caputo-live/,42.2896932,-83.7207314,"Error fetching weather data: HTTPSConnectionPool(host='api.weather.gov', port=443): Read timed out. (read timeout=1)"
Calidore Quartet & Abeo Quartet,3/8/2024,415 Westlake,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/calidore-quartet-abeo-quartet/,47.622554,-122.3386578,Chance Light Rain
Debut,3/8/2024,Barboza,Music,Capitol Hill / Central District,https://visitseattle.org/events/debut/,-13.248885,-41.0275842,Weather API response code: 404
Holding / Movement,3/8/2024,Benaroya Hall,Music,Downtown,https://visitseattle.org/events/holding-movement/,47.60811665,-122.33697040702705,Chance Light Rain
International Women’s Day Live Sessions Concert,3/8/2024,The Royal Room,Music,South Seattle,https://visitseattle.org/events/international-womens-day-live-sessions-concert/,32.2275723,-110.9685178,Mostly Sunny
Karla Bonoff,3/8/2024,The Triple Door,Music,Downtown,https://visitseattle.org/events/karla-bonoff/,47.6086439,-122.337685,Chance Light Rain
Seattle Kraken vs. Winnipeg Jets,3/8/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-kraken-vs-winnipeg-jets/,47.6219014,-122.353990491486,Chance Light Rain
Frye in Focus: LINEAJES + Frye Salon,Now through 3/9/2024,Frye Art Museum,Museums,Capitol Hill / Central District,https://visitseattle.org/events/frye-in-focus-lineajes-frye-salon/,47.60719095,-122.32405377084555,Light Rain
X:The Life and Times of Malcolm X,Now through 3/9/2024,Marion Oliver McCaw Hall,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/xthe-life-and-times-of-malcolm-x/,47.62397705,-122.35038850536958,Light Rain
Bach St. John Passion,3/7/2024 through 3/9/2024,Benaroya Hall,Music,Downtown,https://visitseattle.org/events/bach-st-john-passion/,47.60811665,-122.33697040702705,Light Rain
Ariel Pink,3/9/2024,El Corazon,Music,Downtown,https://visitseattle.org/events/ariel-pink/,-5.2464353,-78.9699948,Weather API response code: 404
Biblioteka,3/9/2024,Sunset Tavern,Music,Fremont / Ballard,https://visitseattle.org/events/biblioteka/,36.0254577,-114.9637699,"Error fetching weather data: HTTPConnectionPool(host='api.weather.gov', port=80): Max retries exceeded with url: /points/36.0254577,-114.9637699 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x7f7e51209c70>, 'Connection to api.weather.gov timed out. (connect timeout=1)'))"
Carnaval with EntreMundos Big Band,3/9/2024,The Royal Room,Music,South Seattle,https://visitseattle.org/events/carnaval-with-entremundos-big-band/,32.2275723,-110.9685178,Sunny
Coco Montoya,3/9/2024,The Triple Door,Music,Downtown,https://visitseattle.org/events/coco-montoya/,47.6086439,-122.337685,Light Rain
Helene Grimaud,3/9/2024,Meany Center for the Performing Arts,Music,University District,https://visitseattle.org/events/helene-grimaud/,N/A,N/A,N/A
Josiah and the Bonnevilles,3/9/2024,Barboza,Music,Capitol Hill / Central District,https://visitseattle.org/events/josiah-and-the-bonnevilles/,-13.248885,-41.0275842,Weather API response code: 404
Mahan Esfahan,3/9/2024,Town Hall Seattle,Music,Downtown,https://visitseattle.org/events/mahan-esfahan/,47.6090191,-122.32993774092222,Light Rain
Positive Fragmentation,Now through 3/10/2024,Bellevue Arts Museum,Museums,Bellevue / Eastside,https://visitseattle.org/events/positive-fragmentation/,-21.266983,55.4113864,Weather API response code: 404
Antonio M. Gomez: LINEAJES,Now through 3/10/2024,Frye Art Museum,Museums,Capitol Hill / Central District,https://visitseattle.org/events/antonio-m-gomez-lineajes/,47.60719095,-122.32405377084555,Light Rain
Soren Solkaer: Sort Sol,Now through 3/10/2024,National Nordic Museum,Museums,Fremont / Ballard,https://visitseattle.org/events/soren-solkaer-sort-sol/,47.668285600000004,-122.39177691452363,Rain
Luchadora!,Now through 3/10/2024,Seattle Children's Theatre,Theatre,Queen Anne / Seattle Center,https://visitseattle.org/events/luchadora/,47.6204553,-122.35225726215312,Light Rain
Deseo Carmin,3/10/2024,Sea Monster Lounge,Music,Wallingford / Greenlake,https://visitseattle.org/events/deseo-carmin/,47.6615049,-122.332319,Light Rain
Rhapsody in Shmaltz,3/10/2024,The Royal Room,Music,South Seattle,https://visitseattle.org/events/rhapsody-in-shmaltz/,32.2275723,-110.9685178,Sunny
Angie McMahon,3/11/2024,The Crocodile,Music,Downtown,https://visitseattle.org/events/angie-mcmahon/,47.6146474,-122.3490734,Light Rain
Earshot Golden Ear Awards Party: Jun Iida,3/11/2024,The Royal Room,Music,South Seattle,https://visitseattle.org/events/earshot-golden-ear-awards-party-jun-iida/,32.2275723,-110.9685178,Mostly Sunny
Sasha LaPointe,3/11/2024,Town Hall Seattle,Readings & Lectures,Downtown,https://visitseattle.org/events/sasha-lapointe/,47.6090191,-122.32993774092222,Light Rain
Wild Cats Revealed | National Geographic Live,3/10/2024 through 3/12/2024,Benaroya Hall,Readings & Lectures,Downtown,https://visitseattle.org/events/wild-cats-revealed-national-geographic-live/,47.60811665,-122.33697040702705,Weather forecast not found for specific date
Seattle Kraken vs. Vegas Golden Knights,3/12/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-kraken-vs-vegas-golden-knights/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Special EFX All Stars,3/12/2024,The Triple Door,Music,Downtown,https://visitseattle.org/events/special-efx-all-stars/,47.6086439,-122.337685,Weather forecast not found for specific date
Black Uhuru,3/13/2024,Nectar Lounge,Music,Fremont / Ballard,https://visitseattle.org/events/black-uhuru/,47.6523876,-122.3538541520202,Weather forecast not found for specific date
Cody Bartels,3/13/2024,High Dive,Music,Fremont / Ballard,https://visitseattle.org/events/cody-bartels/,41.7111625,-93.6318959,Weather forecast not found for specific date
Eyedress,3/13/2024,The Showbox,Music,Downtown,https://visitseattle.org/events/eyedress/,47.6085136,-122.3394726,Weather forecast not found for specific date
Kendra Morris,3/13/2024,Sunset Tavern,Music,Fremont / Ballard,https://visitseattle.org/events/kendra-morris/,36.0254577,-114.9637699,Weather forecast not found for specific date
My Dinner with SAM,3/13/2024,Seattle Art Museum,Museums,Downtown,https://visitseattle.org/events/my-dinner-with-sam/,47.6077008,-122.3385575,Weather forecast not found for specific date
Tim Berne Trio,3/13/2024,The Royal Room,Music,South Seattle,https://visitseattle.org/events/tim-berne-trio/,32.2275723,-110.9685178,Weather forecast not found for specific date
Cool Company,3/14/2024,High Dive,Music,Fremont / Ballard,https://visitseattle.org/events/cool-company/,41.7111625,-93.6318959,Weather forecast not found for specific date
Seattle Kraken vs. Washington Capitals,3/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-kraken-vs-washington-capitals/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Taste Washington: Pacific Standard,3/14/2024,Pier 62,Festivals & Special Events,Downtown,https://visitseattle.org/events/taste-washington-pacific-standard/,47.60853229999999,-122.34484275866666,Weather forecast not found for specific date
"The Lord of the Rings, The Return of the King",3/14/2024,National Nordic Museum,Museums,Fremont / Ballard,https://visitseattle.org/events/the-lord-of-the-rings-the-return-of-the-king/,47.668285600000004,-122.39177691452363,Weather forecast not found for specific date
Autoheart,3/15/2024,El Corazon,Music,Downtown,https://visitseattle.org/events/autoheart/,-5.2464353,-78.9699948,Weather API response code: 404
Drew Martin,3/15/2024,Sunset Tavern,Music,Fremont / Ballard,https://visitseattle.org/events/drew-martin/,36.0254577,-114.9637699,Weather forecast not found for specific date
Goose Vargis,3/15/2024,High Dive,Music,Fremont / Ballard,https://visitseattle.org/events/goose-vargis/,41.7111625,-93.6318959,Weather forecast not found for specific date
MitiS,3/15/2024,Showbox SoDo,Music,Pioneer Square,https://visitseattle.org/events/mitis/,47.5880461,-122.333928,Weather forecast not found for specific date
Shakey,3/15/2024,Slim's Last Chance,Music,South Seattle,https://visitseattle.org/events/shakey/,47.5524903,-122.33389967462686,Weather forecast not found for specific date
Taste Washington: The New Vintage,3/15/2024,Pier 62,Festivals & Special Events,Downtown,https://visitseattle.org/events/taste-washington-the-new-vintage/,47.60853229999999,-122.34484275866666,Weather forecast not found for specific date
Taylor Rave,3/15/2024,The Showbox,Music,Downtown,https://visitseattle.org/events/taylor-rave/,47.6085136,-122.3394726,Weather forecast not found for specific date
The Snuts,3/15/2024,Barboza,Music,Capitol Hill / Central District,https://visitseattle.org/events/the-snuts/,-13.248885,-41.0275842,Weather API response code: 404
Tuomo and Markus Concert,3/15/2024,National Nordic Museum,Museums,Fremont / Ballard,https://visitseattle.org/events/tuomo-and-markus-concert/,47.668285600000004,-122.39177691452363,Weather forecast not found for specific date
Mark Morris Dance Group: The Look of Love,3/14/2024 through 3/16/2024,Meany Center for the Performing Arts,Music,University District,https://visitseattle.org/events/mark-morris-dance-group-the-look-of-love/,N/A,N/A,N/A
Sibelius & Nielsen,3/14/2024 through 3/16/2024,Benaroya Hall,Music,Downtown,https://visitseattle.org/events/sibelius-nielsen/,47.60811665,-122.33697040702705,Weather forecast not found for specific date
Tacoma Stars vs. Chihuahua Savage,3/15/2024 through 3/16/2024,accesso ShoWare Center,Sports,South,https://visitseattle.org/events/tacoma-stars-vs-chihuahua-savage/,47.38765995,-122.24000381780328,Weather forecast not found for specific date
Matt Hansen,3/16/2024,Barboza,Music,Capitol Hill / Central District,https://visitseattle.org/events/matt-hansen/,-13.248885,-41.0275842,Weather API response code: 404
Ricky Montgomery,3/16/2024,The Showbox,Music,Downtown,https://visitseattle.org/events/ricky-montgomery/,47.6085136,-122.3394726,Weather forecast not found for specific date
Seattle Kraken vs. Nashville Predators,3/16/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,https://visitseattle.org/events/seattle-kraken-vs-nashville-predators/,47.6219014,-122.353990491486,Weather forecast not found for specific date
Seattle Sounders FC vs. Colorado Rapids,3/16/2024,Lumen Field,Sports,Pioneer Square,https://visitseattle.org/events/seattle-sounders-fc-vs-colorado-rapids/,47.5953459,-122.33164431196111,Weather forecast not found for specific date
Taste Washington: The Seminars,3/16/2024,"Seattle, WA",Festivals & Special Events,Downtown,https://visitseattle.org/events/taste-washington-the-seminars/,47.6038321,-122.330062,Weather forecast not found for specific date
Warren Zeiders,3/16/2024,Showbox SoDo,Music,Pioneer Square,https://visitseattle.org/events/warren-zeiders/,47.5880461,-122.333928,Weather forecast not found for specific date
Native Portraiture: Power and Perception,Now through 3/17/2024,Tacoma Art Museum,Museums,South,https://visitseattle.org/events/native-portraiture-power-and-perception/,47.2475134,-122.43680521780016,Weather forecast not found for specific date
Places to Call Home: Settlements in the West,Now through 3/17/2024,Tacoma Art Museum,Museums,South,https://visitseattle.org/events/places-to-call-home-settlements-in-the-west/,47.2475134,-122.43680521780016,Weather forecast not found for specific date
Nobody Lives Here,Now through 3/17/2024,Wing Luke Museum,Museums,International District,https://visitseattle.org/events/nobody-lives-here/,47.5982461,-122.3228705,Weather forecast not found for specific date
Seattle Jewish Film Festival,Now through 3/17/2024,"Seattle, WA",Festivals & Special Events,Downtown,https://visitseattle.org/events/seattle-jewish-film-festival/,47.6038321,-122.330062,Weather forecast not found for specific date
Rootabaga Country,3/8/2024 through 3/17/2024,Opera Center,Music,Queen Anne / Seattle Center,https://visitseattle.org/events/rootabaga-country/,44.43358325,26.079138268508792,Weather API response code: 404
Judith Hill – Letters from A Black Widow Tour,3/14/2024 through 3/17/2024,Dimitriou's Jazz Alley,Music,Downtown,https://visitseattle.org/events/judith-hill-letters-from-a-black-widow-tour/,47.6148163,-122.339691,Weather forecast not found for specific date
